username,video_id,comment,clean_comment,label
,,gw udah 1 thn lebarang tnpa ibu😢,gw udah 1 thn lebarang tnpa ibu,0
@MclaytonJjester-o4u,,"Gacir terus tiap main di 𝐀𝐸𝐑𝑂𝟖8, makasih atas keberuntungannya!",@MclaytonJjester-o4u gacir terus tiap main di aero88  makasih atas keberuntungannya,1
,,"A𝙂𝘜𝘚𝑇𝙊𝑇𝐎, situs paling gacir",agustoto  situs paling gacir,1
@sherinaaulia3813,,sewruhhhh nih,@sherinaaulia3813 sewruhhhh nih,0
,,"𝘈𝙂U𝙎𝑇𝑂T𝙊 gua cba cba, lgnsung hoki slalu", agustoto gua cba cba  lgnsung hoki slalu,1
,,"Jantung berdebar tak karuan menunggu JP di AЕ𝙍𝙊8８,dan akhirnya jackpot pun berhasil diraih!",jantung berdebar tak karuan menunggu jp di aero88 dan akhirnya jackpot pun berhasil diraih,1
@IshiiMoreira-u7l,,𝐀𝙂U𝘚𝐓𝑂T𝑂 aku jadi sering WEDEY gara-gara tempat ini,@IshiiMoreira-u7l agustoto aku jadi sering wedey gara-gara tempat ini,1
,,mau coba di 𝐁𝐈𝐑𝟏𝟐𝟑 yang pasti mah  🍻🍻,mau coba di bir123 yang pasti mah,1
,,Bang masih aja kena gorengan😂😂😂,bang masih aja kena gorengan,0
,,"Jika Anda memprioritaskan kesederhanaan dan kenyamanan, A𝐺𝑈𝙎𝘛ОT𝙊-layak dieksplorasi.",jika anda memprioritaskan kesederhanaan dan kenyamanan  agustoto-layak dieksplorasi,1
@zenifauzi6368,,Pertama dapet apa nih bang qor,@zenifauzi6368 pertama dapet apa nih bang qor,0
,,"Kok bisa, pdhal wendi se wow itu rap rap", kok bisa  pdhal wendi se wow itu rap rap,0
,,Bisa di filter ga sih ini komennya:( nyari komen yg bener² relate eh banyaknya judol😢,bisa di filter ga sih ini komennya   nyari komen yg bener2 relate eh banyaknya judol,0
,,minimal ambil dulu angpao nya 🤣, minimal ambil dulu angpao nya,0
,,biasa grace org asal dri bawah rata2 gitu 😂,biasa grace org asal dri bawah rata2 gitu,0
,,gmn ga naik 7kilo tuh wkwkwk,gmn ga naik 7kilo tuh wkwkwk,0
@PhuongKhangPham-l1o,lvb0_bGZDTU,"Nonton 👉 𝙿𝚛𝚘𝚋𝚎𝚝𝟾𝟻𝟻 👈 bikin senyum sendiri, vibes positif! 😁",@PhuongKhangPham-l1o nonton   probet855   bikin senyum sendiri  vibes positif,1
@skymoon1162,,"gercep,dapet kak Nessie ga nih?",@skymoon1162 gercep dapet kak nessie ga nih,0
@Guntur-gjemek01,,Bang upi masi inget mbud ga😂,@Guntur-gjemek01 bang upi masi inget mbud ga,0
,,"𝘼G𝙐S𝑇𝘖𝙏𝐎 gachor, auto win",agustoto gachor  auto win,1
,,"gachor banget di 𝘈𝐺𝐔𝙎𝑇𝐎𝙏𝘖, jepe gampang",gachor banget di agustoto  jepe gampang,1
,,"Gacor mulu, ga pernah rugi di D𝑂𝑅A𝟽7", gacor mulu  ga pernah rugi di dora77,1
@Ferlan-kn5cc,,ark bangg,@Ferlan-kn5cc ark bangg,0
@rhyzabizaqiyah1659,atYGhviVhf8,morning person,@rhyzabizaqiyah1659 morning person,0
@wahyurenaldi27,,anjay baru upload,@wahyurenaldi27 anjay baru upload,0
,,"Situs miskin ,cuman numpang promo.<br><a href=""http://www.youtube.com/results?search_query=%23stopjudol"">#STOPJUDOL</a>.",situs miskin  cuman numpang promo stopjudol,0
,,"Mantap sekali! Main di 𝘼𝐺𝐔𝙎𝘛𝘖TО-lancar, cuan pun lancar jaya!",mantap sekali  main di agustoto-lancar  cuan pun lancar jaya,1
@ulfastevijuliana2858,atYGhviVhf8,Agak merasa bang radit udah tua,@ulfastevijuliana2858 agak merasa bang radit udah tua,0
,,"𝐀ER𝘖𝟾８bikin setiap detik berharga, rezeki datang tanpa diduga!",aero88bikin setiap detik berharga  rezeki datang tanpa diduga,1
@playgrouns,QhmebdBeXKY,"ntar kalo gue punya anak, usia 2th udah gue beliin barbel, 5th udah gue suruh deadlift, mantab ngayal dulu aja.",@playgrouns ntar kalo gue punya anak  usia 2th udah gue beliin barbel  5th udah gue suruh deadlift  mantab ngayal dulu aja,0
,,"𝐀𝘌𝑅О88 saya sering WEDEY, di sini gampang banget mnangnya", aero88 saya sering wedey  di sini gampang banget mnangnya,1
@Lumikerodesign-q7v,,"𝐀𝐆𝐔S𝙏O𝘛𝙊 gua gk nyangka, saldo lngsg nambah banyak",@Lumikerodesign-q7v agustoto gua gk nyangka  saldo lngsg nambah banyak,1
,,"udah bawa2 ibu udah merenung masih aja kenak, emg kntcl",udah bawa2 ibu udah merenung masih aja kenak  emg kntcl,0
@vânđàohữu31,lvb0_bGZDTU,"Kontennya selalu bikin ketawa! 💕𝐌𝐎𝐍𝐀𝟒𝐃🟣 nambah keseruan, gokil abis!",@vânđàohữu31 kontennya selalu bikin ketawa   mona4d  nambah keseruan  gokil abis,1
,,Angkut sekalian le 😂, angkut sekalian le,0
,,"𝘈𝐆𝘜𝙎𝙏𝐎𝐓𝙊, jepe auto",agustoto  jepe auto,1
@Raihkal4,,Inpo nama game cuy,@Raihkal4 inpo nama game cuy,0
,,Main di SORJP88 tuh kayak nemu mesin cuan! Jackpot mudah banget!,main di sorjp88 tuh kayak nemu mesin cuan  jackpot mudah banget,1
,,"Kalok gak ada klean ,ya gak seruu dong😂",kalok gak ada klean  ya gak seruu dong,0
,,peminat terbanyak𝔾𝔸 ℝ𝕌 𝔻𝔸 ℍ𝕆 𝕂𝕀di Indonesia🦅,peminat terbanyakga ru da ho kidi indonesia,1
@restyaap,,mas kanjut mas kanjut,@restyaap mas kanjut mas kanjut,0
,,"𝐀𝙂U𝘚𝐓𝑂T𝑂 giliran gue hoki, sekarang giliran lu", agustoto giliran gue hoki  sekarang giliran lu,1
,,A𝘎𝙐𝑆𝙏𝐎TOmenyediakan ruang untuk koneksi profesional.,agustotomenyediakan ruang untuk koneksi profesional,1
@hungFontes-d2r,,maen di 𝐃𝙀𝙒𝐀𝐷O𝙍A ngga sia2 sumpah,@hungFontes-d2r maen di dewadora ngga sia2 sumpah,1
@MatHdyt666,,Ani ani makin terpojok kan _,@MatHdyt666 ani ani makin terpojok kan _,0
,,gorengan,gorengan,0
,,El gercep sit, el gercep sit,0
,,"Ketagihan main di А𝐸𝑅O88, gacir terus jepe ga ada lawan", ketagihan main di aero88  gacir terus jepe ga ada lawan,1
,,Sekarang malah di maling, sekarang malah di maling,0
,,mantabbbb masita anggi 2 cwe macho..🔥🫶🏻🔥, mantabbbb masita anggi 2 cwe macho,0
,,"Nggak pernah gagal dapet jakpot besar di 𝐷𝘖𝘙𝘼𝟩7,recommended!",nggak pernah gagal dapet jakpot besar di dora77 recommended,1
@RosbozomAshraf-e2i,,Tarik semua kemenangan dari ambil4d saatnya belanja!,@RosbozomAshraf-e2i tarik semua kemenangan dari ambil4d saatnya belanja,1
,,"Orang yang tepat untuk mengedukasi, sering sering jot 😂",orang yang tepat untuk mengedukasi  sering sering jot,0
,,"Akhirnya ketahuan juga, kenapa banyak yang bilang 𝘈𝐆𝘜𝙎𝙏𝐎𝐓𝙊-gacir banget!",akhirnya ketahuan juga  kenapa banyak yang bilang agustoto-gacir banget,1
@jdshere,,Emang iya hidup ini tidak adil?,@jdshere emang iya hidup ini tidak adil,0
@ThuAnhPhan-c1n,lvb0_bGZDTU,"Juara banget,🎱ℙℝ𝕆𝔹𝔼𝕋-855🎱video ini bikin saya belajar banyak dengan cara yang menyenangkan. Lanjutkan bro!💯",@ThuAnhPhan-c1n juara banget  probet-855 video ini bikin saya belajar banyak dengan cara yang menyenangkan  lanjutkan bro,1
,,Jual emosi pasti laku,jual emosi pasti laku,0
,,"Lihat teman-teman menang, langsung coba, dan ternyata di 𝘈𝐆𝘜𝙎𝙏𝐎𝐓𝙊-aku juga menang!",lihat teman-teman menang  langsung coba  dan ternyata di agustoto-aku juga menang,1
,,"betul, sya tau tempat itu.", betul  sya tau tempat itu,0
@Sendiriaja09,lvb0_bGZDTU,Pertamax,@Sendiriaja09 pertamax,0
,,"Main lagi di АGU𝐒𝑇𝘖T𝙊,siapa tau rezeki datang lagi!",main lagi di agustoto siapa tau rezeki datang lagi,1
,,Wait.... Boti?????????, wait     boti,0
@NilssonManuel-x4s,,"Main di 𝐴𝙂𝙐𝙎𝘛𝐎𝘛O, nggak nyangka rezeki langsung datang dalam sekejap!",@NilssonManuel-x4s main di agustoto  nggak nyangka rezeki langsung datang dalam sekejap,1
,,"Beneran, SORJP88 tuh slot gacor parah! Penuh kejutan, selalu hoki!",beneran  sorjp88 tuh slot gacor parah  penuh kejutan  selalu hoki,1
,,Njir, njir,0
,,Jokes bapack bapack guys😂😂😂😂😂,jokes bapack bapack guys,0
@YenVuKhanh,lvb0_bGZDTU,Kontennya selalu bikin penasaran! 💕𝐌𝐎𝐍𝐀𝟒𝐃🟣 bikin aku nunggu video baru!,@YenVuKhanh kontennya selalu bikin penasaran   mona4d  bikin aku nunggu video baru,1
,,"Main di АGU𝐒𝑇𝘖T𝙊, mekswin udah auto gas",main di agustoto  mekswin udah auto gas,1
@Nessertonvijay-p8p,,"de po dikit, langsung mekswin di А𝐸𝑅O88",@Nessertonvijay-p8p de po dikit  langsung mekswin di aero88,1
@Ranz-ep8pl9io8w,QhmebdBeXKY,"Kalo umur 25, apakah bisa tumbuh lagi?",@Ranz-ep8pl9io8w kalo umur 25  apakah bisa tumbuh lagi,0
@KawiwiCalliope,SAAVZtoQTH4,Aku juga nak ketoprak 😊,@KawiwiCalliope aku juga nak ketoprak,0
,,Jelajahi kemungkinan dengan 𝐀𝘌𝑅О88., jelajahi kemungkinan dengan aero88,1
@CongSonLy-n3n,_qZaQs__2yQ,"09:11 Gak nyangka, 𝙋𝙧𝙤𝙗𝙚𝙩8️⃣5️⃣5️⃣ sekeren ini! Ceritanya relate, visualnya top! 🔥",@CongSonLy-n3n gak nyangka  probet8  5  5   sekeren ini  ceritanya relate  visualnya top,1
@Cyanide70,,Wahh 🫵😂,@Cyanide70 wahh,0
,,Temen saya arap bilang ae jot wkwk,temen saya arap bilang ae jot wkwk,0
,,Lets go,lets go,0
@huangDeWolf-v7d,,"𝐀𝐺𝙐𝐒𝙏𝐎𝑇𝐎 win terus, gachor!",@huangDeWolf-v7d agustoto win terus  gachor,1
,,"Tarik semua hasil kemenangan dari𝐀𝐄-𝙍𝙊88, saatnya mewujudkan impian!", tarik semua hasil kemenangan dariae-ro88  saatnya mewujudkan impian,1
,,Sapa v, sapa v,0
,,Main game apa ituu, main game apa ituu,0
@HaticeHatice-rh9tr,,mantap kebagian duit Β 𝐎 𝐖 𝕆 𝟩 𝟕 20k hoki,@HaticeHatice-rh9tr mantap kebagian duit b o w o 7 7 20k hoki,1
@hoJanhật,lvb0_bGZDTU,"Seru banget vlognya! 💕𝐌𝐎𝐍𝐀𝟒𝐃🟣 bikin petualanganmu kelihatan epik, kapan ke tempat lain lagi?",@hoJanhật seru banget vlognya   mona4d  bikin petualanganmu kelihatan epik  kapan ke tempat lain lagi,1
@haikalsptr4455,,tim yahg ga sabar ama subathon,@haikalsptr4455 tim yahg ga sabar ama subathon,0
,,"bikin nambah jauh aja bang qor video ini ,,,,,,,", bikin nambah jauh aja bang qor video ini,0
@navazhys,,sosis hitamm,@navazhys sosis hitamm,0
@zipzikin7084,,&quot; Jangan Lupa Pengaman&quot; Guys,@zipzikin7084 jangan lupa pengaman  guys,0
@HuuTrinhDo-u7g,IzbN42Yi8cE,"Terbaik bulan ini 𝐒𝐆𝐈𝟖𝟖, mantep banget 🎉🎉",@HuuTrinhDo-u7g terbaik bulan ini sgi88  mantep banget,1
@MlarssonEnlet-f3w,,Jangan ragu!!! mantap parah disini 🎉🎉👍 ambil4d terbaik 2025!!! 😊😊💸,@MlarssonEnlet-f3w jangan ragu    mantap parah disini     ambil4d terbaik 2025,1
,,Malah seru lucu ada king jot anjai,malah seru lucu ada king jot anjai,0
@mrlukmansp,,"beli apa2 sesuai kebutuhan , makan pun saat lapar slesailah sebelum kenyang. biar mulut lambung ga nggiling ae terosss. nanti obes ujung2nya harus  minum pil diet lah nge gym beli spatu lari OOTD OOTD buat ikutan lari spedaan<br><br>sampai skarang belum merasa  perlu2 banget buat ikutan war war ticket, boneka , gadget, any limited edition stuff, bahkan dulu fast food edisi bts pun ga ikutan",@mrlukmansp beli apa2 sesuai kebutuhan   makan pun saat lapar slesailah sebelum kenyang  biar mulut lambung ga nggiling ae terosss  nanti obes ujung2nya harus  minum pil diet lah nge gym beli spatu lari ootd ootd buat ikutan lari spedaansampai skarang belum merasa  perlu2 banget buat ikutan war war ticket  boneka   gadget  any limited edition stuff  bahkan dulu fast food edisi bts pun ga ikutan,0
,,"&quot;maaf ka, saya udah tunangan&quot; 🗿",maaf ka  saya udah tunangan,0
,,"𝘈𝐆𝘜𝙎𝙏𝐎𝐓𝙊 cuma modal kecil, hasilnya gede banget",agustoto cuma modal kecil  hasilnya gede banget,1
,,INI YANG GUA TUNGGU BLAAAAAAAAY, ini yang gua tunggu blaaaaaaaay,0
,,asikin queen,asikin queen,0
,,"bang jot boleh gabung ga sih ikut kerja nge live gitu😁, gaada kerjaan lagi nih bang🥲",bang jot boleh gabung ga sih ikut kerja nge live gitu   gaada kerjaan lagi nih bang,0
,,apasih jot anj😅,apasih jot anj,0
,,"SO ASIK LU PE<br><a href=""http://www.youtube.com/results?search_query=%23tepeout"">#TEPEOUT</a>",so asik lu petepeout,0
,,Paling irl si jot main HP doang wkkwk,paling irl si jot main hp doang wkkwk,0
,,SORJP88 emang game slot terbaik! Jackpot gampang didapet!,sorjp88 emang game slot terbaik  jackpot gampang didapet,1
,,bawa kepolda aja seru di sana,bawa kepolda aja seru di sana,0
,,Enak banget memang nabok orang pake duit 😂,enak banget memang nabok orang pake duit,0
@NHAnimation-ms4ig,,"Realita terkejam saat belajar dunia politik dan bisnis yang saya rasakan itu ada di sifat, karena waktu itu masih polos bin culun jadinya kaget banget kalau harus bisa main kejam. Gak bisa tuh asal terima karyawan baru kasih pelatihan itu kurang karena banyak yang melas gitu, bakal susah karena ntar kebanyakan karyawan yang kalau maksa ntar gaji mereka kecil dan pada resign. Memang harus ada 3 sifat dark triad tapi belum sanggup.",@NHAnimation-ms4ig realita terkejam saat belajar dunia politik dan bisnis yang saya rasakan itu ada di sifat  karena waktu itu masih polos bin culun jadinya kaget banget kalau harus bisa main kejam  gak bisa tuh asal terima karyawan baru kasih pelatihan itu kurang karena banyak yang melas gitu  bakal susah karena ntar kebanyakan karyawan yang kalau maksa ntar gaji mereka kecil dan pada resign  memang harus ada 3 sifat dark triad tapi belum sanggup,0
,,"Lu bukan ketua kapal, lu pencipta nya juga ci wkwkwkkwkwk",lu bukan ketua kapal  lu pencipta nya juga ci wkwkwkkwkwk,0
@Glebcircles-d4r,,"Rezeki dari 𝐃𝙊ЯA𝟕𝟽 emang gak ada duanya, terima kasih ya Allah atas limpahan rezeki-Mu! 😉 😌",@Glebcircles-d4r rezeki dari doяa77 emang gak ada duanya  terima kasih ya allah atas limpahan rezeki-mu,1
@LguevaraKumar-g6l,,"𝘈𝙂U𝙎𝑇𝑂T𝙊 gua cba cba, lgnsung hoki slalu",@LguevaraKumar-g6l agustoto gua cba cba  lgnsung hoki slalu,1
,,wendy : wuahh🗿, wendy   wuahh,0
@Ahmadazzaky-w2f,,klo aku gk vhie,@Ahmadazzaky-w2f klo aku gk vhie,0
@withanageRvargas-o7n,,"Main di АGU𝘚𝙏𝐎𝘛𝐎bikin hasil tak terduga, senang banget!",@withanageRvargas-o7n main di agustotobikin hasil tak terduga  senang banget,1
@SkaggsJmahoney-y1j,,Asiknya main bareng temen-temen di 𝐀GUS𝐓O𝘛𝘖! Makin seru!,@SkaggsJmahoney-y1j asiknya main bareng temen-temen di agustoto  makin seru,1
@EkonomiSyulit,,"<a href=""https://www.youtube.com/watch?v=3WvTEDfQWxY&amp;t=289"">4:49</a> yang maha enjoy 🤣",@EkonomiSyulit yang maha enjoy,0
@catatanaufa,atYGhviVhf8,terbungkus kantong kresek hitam? masih nyambung sama kasus viral kemarin nih? 😶‍🌫,@catatanaufa terbungkus kantong kresek hitam  masih nyambung sama kasus viral kemarin nih,0
,,"maen di А𝐸𝑅O88, cuan jadi mudah", maen di aero88  cuan jadi mudah,1
@feliciamaleeka,,upii upii,@feliciamaleeka upii upii,0
@Vân_Giáp_Trọng,atYGhviVhf8,Kontennya bikin ketagihan! 💕𝐌𝐎𝐍𝐀𝟒𝐃🟣 bikin aku ga bisa stop nonton!,@Vân_Giáp_Trọng kontennya bikin ketagihan   mona4d  bikin aku ga bisa stop nonton,1
@SakiminAdrasinah,,roy kiyoshi,@SakiminAdrasinah roy kiyoshi,0
@thomashaikal5083,,Kapan streaming ranch lagi sir ???,@thomashaikal5083 kapan streaming ranch lagi sir,0
,,A𝐺U𝙎T𝑂𝙏O bener-bener gacir!,agustoto bener-bener gacir,1
@TevfikGultekin-i4e,,saya baru aja push ᗷ𝒪Ｗ𝕆𝟕⑦ master blessed,@TevfikGultekin-i4e saya baru aja push bowo77 master blessed,1
,,"Rezeki nomplok hari ini berkat А𝐆U𝐒𝑇𝙊TO, alhamdulillah!", rezeki nomplok hari ini berkat agustoto  alhamdulillah,1
,,"Hari yang penuh berkah dan kebahagiaan berkat 𝘼𝙂𝙐𝐒𝑇𝘖𝘛O,rezeki datang menghampiri tanpa permisi!",hari yang penuh berkah dan kebahagiaan berkat agustoto rezeki datang menghampiri tanpa permisi,1
@HuuSonPhan-y5y,IzbN42Yi8cE,𝐓𝐈𝐌𝐎𝟒𝐃 mantul banget semua fiturnya lengkap dan praktis 😍✨,@HuuSonPhan-y5y timo4d mantul banget semua fiturnya lengkap dan praktis,1
@aprillatanjung2327,,Nah....hrs belajar semua jd bisa bgm menghadapinya...semangat terus mas Ray,@aprillatanjung2327 nah    hrs belajar semua jd bisa bgm menghadapinya   semangat terus mas ray,0
@PALOGADA,,"<a href=""https://www.youtube.com/watch?v=3WvTEDfQWxY&amp;t=1229"">20:29</a> seru banget gua liat orang main di BERKAH 99",@PALOGADA seru banget gua liat orang main di berkah 99,1
,,Udah tau arif brata yang bilang 😂😂,udah tau arif brata yang bilang,0
@arispatai6653,,Terkadang kejujuran itu memang pahit 😂,@arispatai6653 terkadang kejujuran itu memang pahit,0
,,𝘋𝐄𝘞A𝐷𝘖𝑅𝐴 emang top markotop! JP terus!, dewadora emang top markotop  jp terus,1
@xalpm178,,@ybrap Ko kaya mantan lu bang 😂,@xalpm178 ybrap ko kaya mantan lu bang,0
,,Rezeki memang nggak kemana! Main di 𝐴𝘌Я𝐎88-bikin untung besar.,rezeki memang nggak kemana  main di aeяo88-bikin untung besar,1
@ridwanmuliadi1778,atYGhviVhf8,.,@ridwanmuliadi1778,0
@babangkertadimulya5165,QhmebdBeXKY,Lagian tinggi badan itu Faktor genetik,@babangkertadimulya5165 lagian tinggi badan itu faktor genetik,0
,,Menarik, menarik,0
,,nyesel lo kan bang 😂, nyesel lo kan bang,0
@zs-or2rx,,"yaelahko, jadi ga dapet angpao dah kite😂",@zs-or2rx yaelahko  jadi ga dapet angpao dah kite,0
,,v kapan live lagi sama xxgang, v kapan live lagi sama xxgang,0
,,Anjir grace makin cubby aja 😮,anjir grace makin cubby aja,0
@KimTienVu-r6c,IzbN42Yi8cE,"Semangat buat terus berkembang, kak 𝗧𝗶𝗺𝗼𝟰𝗗",@KimTienVu-r6c semangat buat terus berkembang  kak timo4d,1
@brownie6443,SAAVZtoQTH4,udah curiga ada yang ga bener😂,@brownie6443 udah curiga ada yang ga bener,0
@FANSKKJEVANYAAA,,Semangat kakk nessie buat kontennya...aku masih nunggu nihh video barunyaa:💅😋,@FANSKKJEVANYAAA semangat kakk nessie buat kontennya   aku masih nunggu nihh video barunyaa,0
@msfooe,_qZaQs__2yQ,makan mulu wkwk,@msfooe makan mulu wkwk,0
,,𝐀𝐆𝐔S𝙏O𝘛𝙊 bener-bener gampang buat WEDEY gede, agustoto bener-bener gampang buat wedey gede,1
@ThanhVyLe-f3z,lvb0_bGZDTU,"saya sangat menghargai konten ini,🎱ℙℝ𝕆𝔹𝔼𝕋-855🎱mungkin pilihan yang baik!💯",@ThanhVyLe-f3z saya sangat menghargai konten ini  probet-855 mungkin pilihan yang baik,1
@VietCuongDang-t5i,lvb0_bGZDTU,gassss di  💎𝐒𝐆𝐈𝟖𝟖💎 membuka peluang untuk menutup hutang dengan hasil positif.,@VietCuongDang-t5i gassss di   sgi88  membuka peluang untuk menutup hutang dengan hasil positif,1
@IzamMuhammadfaqih,,ARK NYA MANA SIR😡,@IzamMuhammadfaqih ark nya mana sir,0
,,. BERAPAPUN DIBAYAR LUNAS !! Di t0g3l62🎉🎉,berapapun dibayar lunas    di t0g3l62,1
@milkyway66618,,Ketawanya dibuat-buat kesannya jadi cringe,@milkyway66618 ketawanya dibuat-buat kesannya jadi cringe,0
,,D𝑂𝑅A𝟽7 bikin mekswin makin gampang, dora77 bikin mekswin makin gampang,1
,,Main game September 7th blay<br>Seremnya edannn<br>Kureng kalo lu gamain blayyy<br>Cups kalo lu gamain, main game september 7th blayseremnya edannnkureng kalo lu gamain blayyycups kalo lu gamain,0
,,Anying komen nya di spam Agus wkwk🤣, anying komen nya di spam agus wkwk,0
,,Ngawi🤯, ngawi,0
@IbraSeno,QhmebdBeXKY,"Memang benar bang angkat beban tidak menghambat pertumbuhan terbukti dulu saya dari umur 8 th sudah terbiasa memikul beban dan sampai sekarang jika menggunakan ukuran centimeter dari kaki sampai kepala tinggi sy mencapai 170,5 cm bahkan didesa tempat saya tinggal hampir tidak ada yang lebih tinggi dari sy",@IbraSeno memang benar bang angkat beban tidak menghambat pertumbuhan terbukti dulu saya dari umur 8 th sudah terbiasa memikul beban dan sampai sekarang jika menggunakan ukuran centimeter dari kaki sampai kepala tinggi sy mencapai 170 5 cm bahkan didesa tempat saya tinggal hampir tidak ada yang lebih tinggi dari sy,0
,,Gacor parah di 𝘋ЕW𝘈𝐷𝘖𝐑𝐴, gacor parah di dewadora,1
,,Misi mau pamer2 dulu habis meledak di ambil4d    asyik gak hahaha,misi mau pamer2 dulu habis meledak di ambil4d    asyik gak hahaha,1
@MinhTrungPhan-z5y,lvb0_bGZDTU,Kreatif banget! 𝙋𝙧𝙤𝙗𝙚𝙩8️⃣5️⃣5️⃣ bikin betah sampe akhir video! 💯,@MinhTrungPhan-z5y kreatif banget  probet8  5  5   bikin betah sampe akhir video,1
,,singkat padat blow job🗿,singkat padat blow job,0
@GeraldoBcantu-h4w,,Main di D𝙀𝑊𝐀𝘿𝐎ЯА bikin auto happy! Rezeki emang gak salah alamat! 🥺 😭,@GeraldoBcantu-h4w main di dewadoяa bikin auto happy  rezeki emang gak salah alamat,1
@valindapermata2138,lvb0_bGZDTU,Pagi guysss selamat kerja sambil dengerin podcast ini😊,@valindapermata2138 pagi guysss selamat kerja sambil dengerin podcast ini,0
,,"Gak percaya bisa menang sebanyak ini di DE.WA.D0.RA, mimpi jadi realita!", gak percaya bisa menang sebanyak ini di de wa d0 ra  mimpi jadi realita,1
@AnhAnhPham-f9t,lvb0_bGZDTU,Semangat terus berkarya! 𝙋𝙧𝙤𝙗𝙚𝙩8️⃣5️⃣5️⃣ selalu jadi inspirasi! 🙏,@AnhAnhPham-f9t semangat terus berkarya  probet8  5  5   selalu jadi inspirasi,1
@fajarrizqi2350,,😂,@fajarrizqi2350,0
,,upii upii, upii upii,0
@Geddespujols-e1d,,"de po 50 aja udah jadi 5 juta, ga nyangka bgt main di А𝐆𝐔𝘚𝐓О𝘛𝑂",@Geddespujols-e1d de po 50 aja udah jadi 5 juta  ga nyangka bgt main di agustoto,1
@putiayua,_qZaQs__2yQ,Kira-kira kenapa bang tas gembloknya diselempang satu bahu?,@putiayua kira-kira kenapa bang tas gembloknya diselempang satu bahu,0
,,SITUS MANTAP ambil4d  GAMPANG MENANGNYA,situs mantap ambil4d  gampang menangnya,1
,,gary itu sanji versi cindo.. kerennn😂,gary itu sanji versi cindo   kerennn,0
@RmaciasGeorge-x2w,,"Jakpot besar bikin aku makin percaya sama keberuntungan, cuma di A𝐆𝙐𝘚𝙏𝐎𝑇О!",@RmaciasGeorge-x2w jakpot besar bikin aku makin percaya sama keberuntungan  cuma di agustoto,1
,,"Gacor parah! SORJP88 langsung kasih jackpot, hoki beneran!",gacor parah  sorjp88 langsung kasih jackpot  hoki beneran,1
,,"xxgang emang selucu seriweh dan seabsurd ituu, makannya ngehibur bangETTTT🙌😭", xxgang emang selucu seriweh dan seabsurd ituu  makannya ngehibur bangetttt,0
